filepath,filename,time
/home/ICT2000/jondras/datasets/ccdb/sessions/P19-P20-part1/P19-P20-part1-C2.mp4,P19-P20-part1-C2.mp4,210
/home/ICT2000/jondras/datasets/ccdb/sessions/P19-P20-part2/P19-P20-part2-C1.mp4,P19-P20-part2-C1.mp4,236
/home/ICT2000/jondras/datasets/ccdb/sessions/P19-P20-part2/P19-P20-part2-C2.mp4,P19-P20-part2-C2.mp4,241
/home/ICT2000/jondras/datasets/ccdb/sessions/P19-P20-part3/P19-P20-part3-C1.mp4,P19-P20-part3-C1.mp4,221
/home/ICT2000/jondras/datasets/ccdb/sessions/P19-P20-part3/P19-P20-part3-C2.mp4,P19-P20-part3-C2.mp4,223
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P21-part1/P20-P21-part1-C1.mp4,P20-P21-part1-C1.mp4,194
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P21-part1/P20-P21-part1-C2.mp4,P20-P21-part1-C2.mp4,195
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P21-part2/P20-P21-part2-C1.mp4,P20-P21-part2-C1.mp4,200
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P21-part2/P20-P21-part2-C2.mp4,P20-P21-part2-C2.mp4,204
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P22-part1/P20-P22-part1-C1.mp4,P20-P22-part1-C1.mp4,201
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P22-part1/P20-P22-part1-C2.mp4,P20-P22-part1-C2.mp4,205
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P22-part2/P20-P22-part2-C1.mp4,P20-P22-part2-C1.mp4,213
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P22-part2/P20-P22-part2-C2.mp4,P20-P22-part2-C2.mp4,239
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P22-part3/P20-P22-part3-C1.mp4,P20-P22-part3-C1.mp4,257
/home/ICT2000/jondras/datasets/ccdb/sessions/P20-P22-part3/P20-P22-part3-C2.mp4,P20-P22-part3-C2.mp4,265
/home/ICT2000/jondras/datasets/ccdb/sessions/P21-P19-part1/P21-P19-part1-C1.mp4,P21-P19-part1-C1.mp4,229
/home/ICT2000/jondras/datasets/ccdb/sessions/P21-P19-part1/P21-P19-part1-C2.mp4,P21-P19-part1-C2.mp4,228
/home/ICT2000/jondras/datasets/ccdb/sessions/P21-P19-part2/P21-P19-part2-C1.mp4,P21-P19-part2-C1.mp4,215
/home/ICT2000/jondras/datasets/ccdb/sessions/P21-P19-part2/P21-P19-part2-C2.mp4,P21-P19-part2-C2.mp4,216
/home/ICT2000/jondras/datasets/ccdb/sessions/P21-P19-part3/P21-P19-part3-C1.mp4,P21-P19-part3-C1.mp4,212
/home/ICT2000/jondras/datasets/ccdb/sessions/P21-P19-part3/P21-P19-part3-C2.mp4,P21-P19-part3-C2.mp4,217
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P19-part1/P22-P19-part1-C1.mp4,P22-P19-part1-C1.mp4,218
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P19-part1/P22-P19-part1-C2.mp4,P22-P19-part1-C2.mp4,225
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P19-part2/P22-P19-part2-C1.mp4,P22-P19-part2-C1.mp4,224
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P19-part2/P22-P19-part2-C2.mp4,P22-P19-part2-C2.mp4,223
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P19-part3/P22-P19-part3-C1.mp4,P22-P19-part3-C1.mp4,233
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P19-part3/P22-P19-part3-C2.mp4,P22-P19-part3-C2.mp4,236
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P21-part1/P22-P21-part1-C1.mp4,P22-P21-part1-C1.mp4,217
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P21-part1/P22-P21-part1-C2.mp4,P22-P21-part1-C2.mp4,216
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P21-part2/P22-P21-part2-C1.mp4,P22-P21-part2-C1.mp4,220
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P21-part2/P22-P21-part2-C2.mp4,P22-P21-part2-C2.mp4,227
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P21-part3/P22-P21-part3-C1.mp4,P22-P21-part3-C1.mp4,208
/home/ICT2000/jondras/datasets/ccdb/sessions/P22-P21-part3/P22-P21-part3-C2.mp4,P22-P21-part3-C2.mp4,209
