filepath,filename,time
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S034_P067_VC1_005252_005735/SAH_C2_S034_P067_VC1_005252_005735.avi,SAH_C2_S034_P067_VC1_005252_005735.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S034_P068_VC1_002702_003395/SAH_C2_S034_P068_VC1_002702_003395.avi,SAH_C2_S034_P068_VC1_002702_003395.avi,29
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S036_P072_VC1_001337_002056/SAH_C2_S036_P072_VC1_001337_002056.avi,SAH_C2_S036_P072_VC1_001337_002056.avi,31
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S037_P073_VC1_002345_002998/SAH_C2_S037_P073_VC1_002345_002998.avi,SAH_C2_S037_P073_VC1_002345_002998.avi,28
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S037_P074_VC1_002225_003088/SAH_C2_S037_P074_VC1_002225_003088.avi,SAH_C2_S037_P074_VC1_002225_003088.avi,36
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S044_P087_VC1_000002_000683/SAH_C2_S044_P087_VC1_000002_000683.avi,SAH_C2_S044_P087_VC1_000002_000683.avi,28
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S044_P088_VC1_000834_001365/SAH_C2_S044_P088_VC1_000834_001365.avi,SAH_C2_S044_P088_VC1_000834_001365.avi,23
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S045_P089_VC1_003626_005086/SAH_C2_S045_P089_VC1_003626_005086.avi,SAH_C2_S045_P089_VC1_003626_005086.avi,62
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S045_P090_VC1_002801_003385/SAH_C2_S045_P090_VC1_002801_003385.avi,SAH_C2_S045_P090_VC1_002801_003385.avi,32
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S046_P091_VC1_004297_005075/SAH_C2_S046_P091_VC1_004297_005075.avi,SAH_C2_S046_P091_VC1_004297_005075.avi,33
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S047_P093_VC1_000538_001078/SAH_C2_S047_P093_VC1_000538_001078.avi,SAH_C2_S047_P093_VC1_000538_001078.avi,23
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S047_P094_VC1_002101_002718/SAH_C2_S047_P094_VC1_002101_002718.avi,SAH_C2_S047_P094_VC1_002101_002718.avi,26
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S049_P097_VC1_003219_004772/SAH_C2_S049_P097_VC1_003219_004772.avi,SAH_C2_S049_P097_VC1_003219_004772.avi,75
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S050_P100_VC1_002799_003301/SAH_C2_S050_P100_VC1_002799_003301.avi,SAH_C2_S050_P100_VC1_002799_003301.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S059_P117_VC1_000601_001353/SAH_C2_S059_P117_VC1_000601_001353.avi,SAH_C2_S059_P117_VC1_000601_001353.avi,32
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C2_S062_P123_VC1_000489_001586/SAH_C2_S062_P123_VC1_000489_001586.avi,SAH_C2_S062_P123_VC1_000489_001586.avi,108
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S063_P126_VC1_004386_004882/SAH_C3_S063_P126_VC1_004386_004882.avi,SAH_C3_S063_P126_VC1_004386_004882.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S064_P127_VC1_003781_004651/SAH_C3_S064_P127_VC1_003781_004651.avi,SAH_C3_S064_P127_VC1_003781_004651.avi,36
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S067_P134_VC1_003251_003561/SAH_C3_S067_P134_VC1_003251_003561.avi,SAH_C3_S067_P134_VC1_003251_003561.avi,14
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S069_P138_VC1_003001_004571/SAH_C3_S069_P138_VC1_003001_004571.avi,SAH_C3_S069_P138_VC1_003001_004571.avi,65
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S070_P139_VC1_002551_003581/SAH_C3_S070_P139_VC1_002551_003581.avi,SAH_C3_S070_P139_VC1_002551_003581.avi,43
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S074_P147_VC1_001621_002041/SAH_C3_S074_P147_VC1_001621_002041.avi,SAH_C3_S074_P147_VC1_001621_002041.avi,18
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S075_P150_VC1_001951_002465/SAH_C3_S075_P150_VC1_001951_002465.avi,SAH_C3_S075_P150_VC1_001951_002465.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S076_P152_VC1_004381_005301/SAH_C3_S076_P152_VC1_004381_005301.avi,SAH_C3_S076_P152_VC1_004381_005301.avi,38
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S077_P154_VC1_004201_004981/SAH_C3_S077_P154_VC1_004201_004981.avi,SAH_C3_S077_P154_VC1_004201_004981.avi,32
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S082_P164_VC1_000521_001701/SAH_C3_S082_P164_VC1_000521_001701.avi,SAH_C3_S082_P164_VC1_000521_001701.avi,48
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S084_P167_VC1_000621_001141/SAH_C3_S084_P167_VC1_000621_001141.avi,SAH_C3_S084_P167_VC1_000621_001141.avi,22
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S087_P173_VC1_004601_004981/SAH_C3_S087_P173_VC1_004601_004981.avi,SAH_C3_S087_P173_VC1_004601_004981.avi,17
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S090_P179_VC1_001981_002451/SAH_C3_S090_P179_VC1_001981_002451.avi,SAH_C3_S090_P179_VC1_001981_002451.avi,20
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S092_P184_VC1_001701_003051/SAH_C3_S092_P184_VC1_001701_003051.avi,SAH_C3_S092_P184_VC1_001701_003051.avi,55
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C3_S093_P186_VC1_005551_006461/SAH_C3_S093_P186_VC1_005551_006461.avi,SAH_C3_S093_P186_VC1_005551_006461.avi,39
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S095_P189_VC1_006301_006750/SAH_C4_S095_P189_VC1_006301_006750.avi,SAH_C4_S095_P189_VC1_006301_006750.avi,19
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S095_P190_VC1_002601_003100/SAH_C4_S095_P190_VC1_002601_003100.avi,SAH_C4_S095_P190_VC1_002601_003100.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S096_P191_VC1_000151_000800/SAH_C4_S096_P191_VC1_000151_000800.avi,SAH_C4_S096_P191_VC1_000151_000800.avi,27
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S097_P193_VC1_003701_004200/SAH_C4_S097_P193_VC1_003701_004200.avi,SAH_C4_S097_P193_VC1_003701_004200.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S097_P194_VC1_001351_002550/SAH_C4_S097_P194_VC1_001351_002550.avi,SAH_C4_S097_P194_VC1_001351_002550.avi,49
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S098_P196_VC1_001501_002350/SAH_C4_S098_P196_VC1_001501_002350.avi,SAH_C4_S098_P196_VC1_001501_002350.avi,35
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S110_P219_VC1_001651_002950/SAH_C4_S110_P219_VC1_001651_002950.avi,SAH_C4_S110_P219_VC1_001651_002950.avi,54
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S111_P221_VC1_001951_003500/SAH_C4_S111_P221_VC1_001951_003500.avi,SAH_C4_S111_P221_VC1_001951_003500.avi,63
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S112_P224_VC1_004801_005450/SAH_C4_S112_P224_VC1_004801_005450.avi,SAH_C4_S112_P224_VC1_004801_005450.avi,28
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S113_P226_VC1_002701_003600/SAH_C4_S113_P226_VC1_002701_003600.avi,SAH_C4_S113_P226_VC1_002701_003600.avi,37
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S116_P232_VC1_007551_008500/SAH_C4_S116_P232_VC1_007551_008500.avi,SAH_C4_S116_P232_VC1_007551_008500.avi,45
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S118_P236_VC1_001151_002250/SAH_C4_S118_P236_VC1_001151_002250.avi,SAH_C4_S118_P236_VC1_001151_002250.avi,45
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S120_P239_VC1_006551_007250/SAH_C4_S120_P239_VC1_006551_007250.avi,SAH_C4_S120_P239_VC1_006551_007250.avi,30
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S122_P244_VC1_003301_004400/SAH_C4_S122_P244_VC1_003301_004400.avi,SAH_C4_S122_P244_VC1_003301_004400.avi,46
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C4_S126_P251_VC1_007101_008750/SAH_C4_S126_P251_VC1_007101_008750.avi,SAH_C4_S126_P251_VC1_007101_008750.avi,68
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S128_P255_VC1_001601_002101/SAH_C5_S128_P255_VC1_001601_002101.avi,SAH_C5_S128_P255_VC1_001601_002101.avi,22
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S131_P261_VC1_008001_008501/SAH_C5_S131_P261_VC1_008001_008501.avi,SAH_C5_S131_P261_VC1_008001_008501.avi,22
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S132_P263_VC1_001151_001601/SAH_C5_S132_P263_VC1_001151_001601.avi,SAH_C5_S132_P263_VC1_001151_001601.avi,19
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S132_P264_VC1_004001_004501/SAH_C5_S132_P264_VC1_004001_004501.avi,SAH_C5_S132_P264_VC1_004001_004501.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S134_P267_VC1_004301_004601/SAH_C5_S134_P267_VC1_004301_004601.avi,SAH_C5_S134_P267_VC1_004301_004601.avi,13
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S138_P275_VC1_005601_006401/SAH_C5_S138_P275_VC1_005601_006401.avi,SAH_C5_S138_P275_VC1_005601_006401.avi,33
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S139_P278_VC1_000501_000751/SAH_C5_S139_P278_VC1_000501_000751.avi,SAH_C5_S139_P278_VC1_000501_000751.avi,11
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S140_P279_VC1_002601_002901/SAH_C5_S140_P279_VC1_002601_002901.avi,SAH_C5_S140_P279_VC1_002601_002901.avi,13
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S143_P285_VC1_007901_008301/SAH_C5_S143_P285_VC1_007901_008301.avi,SAH_C5_S143_P285_VC1_007901_008301.avi,17
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S146_P292_VC1_002901_003151/SAH_C5_S146_P292_VC1_002901_003151.avi,SAH_C5_S146_P292_VC1_002901_003151.avi,11
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S147_P293_VC1_006401_006701/SAH_C5_S147_P293_VC1_006401_006701.avi,SAH_C5_S147_P293_VC1_006401_006701.avi,13
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S148_P295_VC1_002201_002651/SAH_C5_S148_P295_VC1_002201_002651.avi,SAH_C5_S148_P295_VC1_002201_002651.avi,19
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S154_P307_VC1_003751_004501/SAH_C5_S154_P307_VC1_003751_004501.avi,SAH_C5_S154_P307_VC1_003751_004501.avi,31
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S159_P318_VC1_003651_004101/SAH_C5_S159_P318_VC1_003651_004101.avi,SAH_C5_S159_P318_VC1_003651_004101.avi,19
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C5_S163_P325_VC1_002001_002301/SAH_C5_S163_P325_VC1_002001_002301.avi,SAH_C5_S163_P325_VC1_002001_002301.avi,13
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S166_P332_VC1_005000_006160/SAH_C6_S166_P332_VC1_005000_006160.avi,SAH_C6_S166_P332_VC1_005000_006160.avi,48
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S169_P338_VC1_005506_006434/SAH_C6_S169_P338_VC1_005506_006434.avi,SAH_C6_S169_P338_VC1_005506_006434.avi,39
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S173_P345_VC1_004337_005548/SAH_C6_S173_P345_VC1_004337_005548.avi,SAH_C6_S173_P345_VC1_004337_005548.avi,123
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S174_P347_VC1_002547_003074/SAH_C6_S174_P347_VC1_002547_003074.avi,SAH_C6_S174_P347_VC1_002547_003074.avi,22
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S180_P360_VC1_003302_004131/SAH_C6_S180_P360_VC1_003302_004131.avi,SAH_C6_S180_P360_VC1_003302_004131.avi,35
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S181_P362_VC1_000742_001590/SAH_C6_S181_P362_VC1_000742_001590.avi,SAH_C6_S181_P362_VC1_000742_001590.avi,35
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S182_P363_VC1_008007_008745/SAH_C6_S182_P363_VC1_008007_008745.avi,SAH_C6_S182_P363_VC1_008007_008745.avi,31
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S182_P364_VC1_004368_005319/SAH_C6_S182_P364_VC1_004368_005319.avi,SAH_C6_S182_P364_VC1_004368_005319.avi,39
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S183_P366_VC1_002795_003506/SAH_C6_S183_P366_VC1_002795_003506.avi,SAH_C6_S183_P366_VC1_002795_003506.avi,30
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S184_P368_VC1_007815_008614/SAH_C6_S184_P368_VC1_007815_008614.avi,SAH_C6_S184_P368_VC1_007815_008614.avi,34
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S186_P371_VC1_004196_005329/SAH_C6_S186_P371_VC1_004196_005329.avi,SAH_C6_S186_P371_VC1_004196_005329.avi,47
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S187_P373_VC1_000125_002108/SAH_C6_S187_P373_VC1_000125_002108.avi,SAH_C6_S187_P373_VC1_000125_002108.avi,82
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S187_P374_VC1_003581_004166/SAH_C6_S187_P374_VC1_003581_004166.avi,SAH_C6_S187_P374_VC1_003581_004166.avi,25
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S188_P376_VC1_002183_002875/SAH_C6_S188_P376_VC1_002183_002875.avi,SAH_C6_S188_P376_VC1_002183_002875.avi,29
/home/ICT2000/jondras/datasets/sewa/sessions/SAH_C6_S190_P380_VC1_002402_003213/SAH_C6_S190_P380_VC1_002402_003213.avi,SAH_C6_S190_P380_VC1_002402_003213.avi,34
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S001_P002_VC1_000921_001732/SAL_C1_S001_P002_VC1_000921_001732.avi,SAL_C1_S001_P002_VC1_000921_001732.avi,34
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S002_P004_VC1_002601_003428/SAL_C1_S002_P004_VC1_002601_003428.avi,SAL_C1_S002_P004_VC1_002601_003428.avi,35
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S003_P006_VC1_001561_002366/SAL_C1_S003_P006_VC1_001561_002366.avi,SAL_C1_S003_P006_VC1_001561_002366.avi,34
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S007_P013_VC1_001301_002076/SAL_C1_S007_P013_VC1_001301_002076.avi,SAL_C1_S007_P013_VC1_001301_002076.avi,32
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S007_P014_VC1_002076_003143/SAL_C1_S007_P014_VC1_002076_003143.avi,SAL_C1_S007_P014_VC1_002076_003143.avi,44
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S010_P020_VC1_002611_003701/SAL_C1_S010_P020_VC1_002611_003701.avi,SAL_C1_S010_P020_VC1_002611_003701.avi,45
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S011_P022_VC1_006951_008001/SAL_C1_S011_P022_VC1_006951_008001.avi,SAL_C1_S011_P022_VC1_006951_008001.avi,43
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S012_P024_VC1_006001_008775/SAL_C1_S012_P024_VC1_006001_008775.avi,SAL_C1_S012_P024_VC1_006001_008775.avi,113
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S016_P031_VC1_001801_003001/SAL_C1_S016_P031_VC1_001801_003001.avi,SAL_C1_S016_P031_VC1_001801_003001.avi,50
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S016_P031_VC1_004201_005001/SAL_C1_S016_P031_VC1_004201_005001.avi,SAL_C1_S016_P031_VC1_004201_005001.avi,33
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S017_P034_VC1_001001_003801/SAL_C1_S017_P034_VC1_001001_003801.avi,SAL_C1_S017_P034_VC1_001001_003801.avi,115
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S019_P038_VC1_005801_008601/SAL_C1_S019_P038_VC1_005801_008601.avi,SAL_C1_S019_P038_VC1_005801_008601.avi,114
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S021_P041_VC1_004951_006354/SAL_C1_S021_P041_VC1_004951_006354.avi,SAL_C1_S021_P041_VC1_004951_006354.avi,58
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S024_P047_VC1_002039_003624/SAL_C1_S024_P047_VC1_002039_003624.avi,SAL_C1_S024_P047_VC1_002039_003624.avi,65
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S025_P050_VC1_000701_001916/SAL_C1_S025_P050_VC1_000701_001916.avi,SAL_C1_S025_P050_VC1_000701_001916.avi,59
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S029_P057_VC1_005264_006249/SAL_C1_S029_P057_VC1_005264_006249.avi,SAL_C1_S029_P057_VC1_005264_006249.avi,42
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C1_S031_P062_VC1_001438_002301/SAL_C1_S031_P062_VC1_001438_002301.avi,SAL_C1_S031_P062_VC1_001438_002301.avi,37
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S035_P070_VC1_001373_002439/SAL_C2_S035_P070_VC1_001373_002439.avi,SAL_C2_S035_P070_VC1_001373_002439.avi,44
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S038_P075_VC1_004032_005262/SAL_C2_S038_P075_VC1_004032_005262.avi,SAL_C2_S038_P075_VC1_004032_005262.avi,51
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S038_P076_VC1_001881_002782/SAL_C2_S038_P076_VC1_001881_002782.avi,SAL_C2_S038_P076_VC1_001881_002782.avi,38
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S041_P081_VC1_003415_004258/SAL_C2_S041_P081_VC1_003415_004258.avi,SAL_C2_S041_P081_VC1_003415_004258.avi,35
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S042_P083_VC1_001958_003364/SAL_C2_S042_P083_VC1_001958_003364.avi,SAL_C2_S042_P083_VC1_001958_003364.avi,57
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S044_P087_VC1_004155_004862/SAL_C2_S044_P087_VC1_004155_004862.avi,SAL_C2_S044_P087_VC1_004155_004862.avi,30
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S046_P092_VC1_002832_004061/SAL_C2_S046_P092_VC1_002832_004061.avi,SAL_C2_S046_P092_VC1_002832_004061.avi,58
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S048_P095_VC1_003085_003710/SAL_C2_S048_P095_VC1_003085_003710.avi,SAL_C2_S048_P095_VC1_003085_003710.avi,26
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S048_P096_VC1_000837_001711/SAL_C2_S048_P096_VC1_000837_001711.avi,SAL_C2_S048_P096_VC1_000837_001711.avi,37
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S050_P099_VC1_003700_004484/SAL_C2_S050_P099_VC1_003700_004484.avi,SAL_C2_S050_P099_VC1_003700_004484.avi,32
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S052_P103_VC1_003842_004770/SAL_C2_S052_P103_VC1_003842_004770.avi,SAL_C2_S052_P103_VC1_003842_004770.avi,39
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S052_P104_VC1_004088_004607/SAL_C2_S052_P104_VC1_004088_004607.avi,SAL_C2_S052_P104_VC1_004088_004607.avi,21
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S195_P389_VC1_002919_005001/SAL_C2_S195_P389_VC1_002919_005001.avi,SAL_C2_S195_P389_VC1_002919_005001.avi,86
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S195_P390_VC1_000301_002883/SAL_C2_S195_P390_VC1_000301_002883.avi,SAL_C2_S195_P390_VC1_000301_002883.avi,105
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S197_P393_VC1_000787_002868/SAL_C2_S197_P393_VC1_000787_002868.avi,SAL_C2_S197_P393_VC1_000787_002868.avi,89
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C2_S199_P398_VC1_000467_002764/SAL_C2_S199_P398_VC1_000467_002764.avi,SAL_C2_S199_P398_VC1_000467_002764.avi,93
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S063_P125_VC1_006551_006901/SAL_C3_S063_P125_VC1_006551_006901.avi,SAL_C3_S063_P125_VC1_006551_006901.avi,16
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S064_P128_VC1_000381_000771/SAL_C3_S064_P128_VC1_000381_000771.avi,SAL_C3_S064_P128_VC1_000381_000771.avi,16
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S065_P129_VC1_006021_006651/SAL_C3_S065_P129_VC1_006021_006651.avi,SAL_C3_S065_P129_VC1_006021_006651.avi,27
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S065_P130_VC1_006901_007331/SAL_C3_S065_P130_VC1_006901_007331.avi,SAL_C3_S065_P130_VC1_006901_007331.avi,18
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S066_P132_VC1_003361_004041/SAL_C3_S066_P132_VC1_003361_004041.avi,SAL_C3_S066_P132_VC1_003361_004041.avi,31
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S068_P135_VC1_002501_003381/SAL_C3_S068_P135_VC1_002501_003381.avi,SAL_C3_S068_P135_VC1_002501_003381.avi,36
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S068_P136_VC1_001721_002501/SAL_C3_S068_P136_VC1_001721_002501.avi,SAL_C3_S068_P136_VC1_001721_002501.avi,33
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S071_P141_VC1_003501_004021/SAL_C3_S071_P141_VC1_003501_004021.avi,SAL_C3_S071_P141_VC1_003501_004021.avi,22
/home/ICT2000/jondras/datasets/sewa/sessions/SAL_C3_S072_P144_VC1_001141_001761/SAL_C3_S072_P144_VC1_001141_001761.avi,SAL_C3_S072_P144_VC1_001141_001761.avi,26
