filepath,sessid,filename,time
/media/DataDrive/MimicryDB/sessid_21/Sessions/21/2010.11.17.13.30.10_P2_FaceFar2_06060_BW1024.avi,21,2010.11.17.13.30.10_P2_FaceFar2_06060_BW1024.avi,2938
/media/DataDrive/MimicryDB/sessid_22/Sessions/22/2010.11.17.17.07.47_P1_FaceFar2_06068_BW1024.avi,22,2010.11.17.17.07.47_P1_FaceFar2_06068_BW1024.avi,4440
/media/DataDrive/MimicryDB/sessid_22/Sessions/22/2010.11.17.17.07.47_P2_FaceFar2_06060_BW1024.avi,22,2010.11.17.17.07.47_P2_FaceFar2_06060_BW1024.avi,4336
/media/DataDrive/MimicryDB/sessid_23/Sessions/23/2010.11.17.17.29.53_P1_FaceFar2_06068_BW1024.avi,23,2010.11.17.17.29.53_P1_FaceFar2_06068_BW1024.avi,4607
/media/DataDrive/MimicryDB/sessid_23/Sessions/23/2010.11.17.17.29.53_P2_FaceFar2_06060_BW1024.avi,23,2010.11.17.17.29.53_P2_FaceFar2_06060_BW1024.avi,4708
/media/DataDrive/MimicryDB/sessid_24/Sessions/24/2010.11.17.18.01.56_P1_FaceFar2_06068_BW1024.avi,24,2010.11.17.18.01.56_P1_FaceFar2_06068_BW1024.avi,2359
/media/DataDrive/MimicryDB/sessid_24/Sessions/24/2010.11.17.18.01.56_P2_FaceFar2_06060_BW1024.avi,24,2010.11.17.18.01.56_P2_FaceFar2_06060_BW1024.avi,2541
/media/DataDrive/MimicryDB/sessid_25/Sessions/25/2010.11.18.10.12.25_P1_FaceFar2_06068_BW1024.avi,25,2010.11.18.10.12.25_P1_FaceFar2_06068_BW1024.avi,4287
/media/DataDrive/MimicryDB/sessid_25/Sessions/25/2010.11.18.10.12.25_P2_FaceFar2_06060_BW1024.avi,25,2010.11.18.10.12.25_P2_FaceFar2_06060_BW1024.avi,4059
/media/DataDrive/MimicryDB/sessid_26/Sessions/26/2010.11.18.10.32.51_P1_FaceFar2_06068_BW1024.avi,26,2010.11.18.10.32.51_P1_FaceFar2_06068_BW1024.avi,2391
/media/DataDrive/MimicryDB/sessid_26/Sessions/26/2010.11.18.10.32.51_P2_FaceFar2_06060_BW1024.avi,26,2010.11.18.10.32.51_P2_FaceFar2_06060_BW1024.avi,2404
/media/DataDrive/MimicryDB/sessid_27/Sessions/27/2010.11.18.10.56.28_P1_FaceFar2_06068_BW1024.avi,27,2010.11.18.10.56.28_P1_FaceFar2_06068_BW1024.avi,2733
/media/DataDrive/MimicryDB/sessid_27/Sessions/27/2010.11.18.10.56.28_P2_FaceFar2_06060_BW1024.avi,27,2010.11.18.10.56.28_P2_FaceFar2_06060_BW1024.avi,2816
/media/DataDrive/MimicryDB/sessid_28/Sessions/28/2010.11.18.12.45.43_P1_FaceFar2_06068_BW1024.avi,28,2010.11.18.12.45.43_P1_FaceFar2_06068_BW1024.avi,4380
/media/DataDrive/MimicryDB/sessid_28/Sessions/28/2010.11.18.12.45.43_P2_FaceFar2_06060_BW1024.avi,28,2010.11.18.12.45.43_P2_FaceFar2_06060_BW1024.avi,4198
/media/DataDrive/MimicryDB/sessid_29/Sessions/29/2010.11.18.13.06.53_P1_FaceFar2_06068_BW1024.avi,29,2010.11.18.13.06.53_P1_FaceFar2_06068_BW1024.avi,3503
/media/DataDrive/MimicryDB/sessid_29/Sessions/29/2010.11.18.13.06.53_P2_FaceFar2_06060_BW1024.avi,29,2010.11.18.13.06.53_P2_FaceFar2_06060_BW1024.avi,3490
/media/DataDrive/MimicryDB/sessid_30/Sessions/30/2010.11.18.13.30.19_P1_FaceFar2_06068_BW1024.avi,30,2010.11.18.13.30.19_P1_FaceFar2_06068_BW1024.avi,983
/media/DataDrive/MimicryDB/sessid_30/Sessions/30/2010.11.18.13.30.19_P2_FaceFar2_06060_BW1024.avi,30,2010.11.18.13.30.19_P2_FaceFar2_06060_BW1024.avi,984
/media/DataDrive/MimicryDB/sessid_31/Sessions/31/2010.11.18.17.05.34_P1_FaceFar2_06068_BW1024.avi,31,2010.11.18.17.05.34_P1_FaceFar2_06068_BW1024.avi,3848
/media/DataDrive/MimicryDB/sessid_31/Sessions/31/2010.11.18.17.05.34_P2_FaceFar2_06060_BW1024.avi,31,2010.11.18.17.05.34_P2_FaceFar2_06060_BW1024.avi,2919
/media/DataDrive/MimicryDB/sessid_32/Sessions/32/2010.11.18.17.42.14_P1_FaceFar2_06068_BW1024.avi,32,2010.11.18.17.42.14_P1_FaceFar2_06068_BW1024.avi,1993
/media/DataDrive/MimicryDB/sessid_32/Sessions/32/2010.11.18.17.42.14_P2_FaceFar2_06060_BW1024.avi,32,2010.11.18.17.42.14_P2_FaceFar2_06060_BW1024.avi,2005
/media/DataDrive/MimicryDB/sessid_33/Sessions/33/2010.11.19.12.43.48_P1_FaceFar2_06068_BW1024.avi,33,2010.11.19.12.43.48_P1_FaceFar2_06068_BW1024.avi,3005
/media/DataDrive/MimicryDB/sessid_33/Sessions/33/2010.11.19.12.43.48_P2_FaceFar2_06060_BW1024.avi,33,2010.11.19.12.43.48_P2_FaceFar2_06060_BW1024.avi,3002
/media/DataDrive/MimicryDB/sessid_34/Sessions/34/2010.11.19.13.05.14_P1_FaceFar2_06068_BW1024.avi,34,2010.11.19.13.05.14_P1_FaceFar2_06068_BW1024.avi,2671
/media/DataDrive/MimicryDB/sessid_34/Sessions/34/2010.11.19.13.05.14_P2_FaceFar2_06060_BW1024.avi,34,2010.11.19.13.05.14_P2_FaceFar2_06060_BW1024.avi,2668
/media/DataDrive/MimicryDB/sessid_35/Sessions/35/2010.11.19.13.33.49_P1_FaceFar2_06068_BW1024.avi,35,2010.11.19.13.33.49_P1_FaceFar2_06068_BW1024.avi,3890
/media/DataDrive/MimicryDB/sessid_35/Sessions/35/2010.11.19.13.33.49_P2_FaceFar2_06060_BW1024.avi,35,2010.11.19.13.33.49_P2_FaceFar2_06060_BW1024.avi,4905
/media/DataDrive/MimicryDB/sessid_36/Sessions/36/2010.11.19.17.25.48_P1_FaceFar2_06068_BW1024.avi,36,2010.11.19.17.25.48_P1_FaceFar2_06068_BW1024.avi,4331
/media/DataDrive/MimicryDB/sessid_36/Sessions/36/2010.11.19.17.25.48_P2_FaceFar2_06060_BW1024.avi,36,2010.11.19.17.25.48_P2_FaceFar2_06060_BW1024.avi,4375
/media/DataDrive/MimicryDB/sessid_37/Sessions/37/2010.11.19.17.53.44_P1_FaceFar2_06068_BW1024.avi,37,2010.11.19.17.53.44_P1_FaceFar2_06068_BW1024.avi,4036
/media/DataDrive/MimicryDB/sessid_37/Sessions/37/2010.11.19.17.53.44_P2_FaceFar2_06060_BW1024.avi,37,2010.11.19.17.53.44_P2_FaceFar2_06060_BW1024.avi,4173
/media/DataDrive/MimicryDB/sessid_38/Sessions/38/2010.11.22.10.19.22_P1_FaceFar2_06068_BW1024.avi,38,2010.11.22.10.19.22_P1_FaceFar2_06068_BW1024.avi,5426
/media/DataDrive/MimicryDB/sessid_38/Sessions/38/2010.11.22.10.19.22_P2_FaceFar2_06060_BW1024.avi,38,2010.11.22.10.19.22_P2_FaceFar2_06060_BW1024.avi,5409
/media/DataDrive/MimicryDB/sessid_40/Sessions/40/2010.11.22.12.50.39_P1_FaceFar2_06068_BW1024.avi,40,2010.11.22.12.50.39_P1_FaceFar2_06068_BW1024.avi,4270
/media/DataDrive/MimicryDB/sessid_40/Sessions/40/2010.11.22.12.50.39_P2_FaceFar2_06060_BW1024.avi,40,2010.11.22.12.50.39_P2_FaceFar2_06060_BW1024.avi,4254
/media/DataDrive/MimicryDB/sessid_41/Sessions/41/2010.11.22.13.26.22_P1_FaceFar2_06068_BW1024.avi,41,2010.11.22.13.26.22_P1_FaceFar2_06068_BW1024.avi,3343
/media/DataDrive/MimicryDB/sessid_41/Sessions/41/2010.11.22.13.26.22_P2_FaceFar2_06060_BW1024.avi,41,2010.11.22.13.26.22_P2_FaceFar2_06060_BW1024.avi,3338
/media/DataDrive/MimicryDB/sessid_42/Sessions/42/2010.11.22.17.08.45_P1_FaceFar2_06068_BW1024.avi,42,2010.11.22.17.08.45_P1_FaceFar2_06068_BW1024.avi,3576
/media/DataDrive/MimicryDB/sessid_42/Sessions/42/2010.11.22.17.08.45_P2_FaceFar2_06060_BW1024.avi,42,2010.11.22.17.08.45_P2_FaceFar2_06060_BW1024.avi,3576
/media/DataDrive/MimicryDB/sessid_43/Sessions/43/2010.11.22.17.26.36_P1_FaceFar2_06068_BW1024.avi,43,2010.11.22.17.26.36_P1_FaceFar2_06068_BW1024.avi,3841
/media/DataDrive/MimicryDB/sessid_43/Sessions/43/2010.11.22.17.26.36_P2_FaceFar2_06060_BW1024.avi,43,2010.11.22.17.26.36_P2_FaceFar2_06060_BW1024.avi,3863
/media/DataDrive/MimicryDB/sessid_44/Sessions/44/2010.11.22.17.54.52_P1_FaceFar2_06068_BW1024.avi,44,2010.11.22.17.54.52_P1_FaceFar2_06068_BW1024.avi,1540
/media/DataDrive/MimicryDB/sessid_44/Sessions/44/2010.11.22.17.54.52_P2_FaceFar2_06060_BW1024.avi,44,2010.11.22.17.54.52_P2_FaceFar2_06060_BW1024.avi,1548
/media/DataDrive/MimicryDB/sessid_45/Sessions/45/2010.11.23.13.01.45_P1_FaceFar2_06068_BW1024.avi,45,2010.11.23.13.01.45_P1_FaceFar2_06068_BW1024.avi,5203
/media/DataDrive/MimicryDB/sessid_45/Sessions/45/2010.11.23.13.01.45_P2_FaceFar2_06060_BW1024.avi,45,2010.11.23.13.01.45_P2_FaceFar2_06060_BW1024.avi,5344
/media/DataDrive/MimicryDB/sessid_46/Sessions/46/2010.11.23.13.40.35_P1_FaceFar2_06068_BW1024.avi,46,2010.11.23.13.40.35_P1_FaceFar2_06068_BW1024.avi,1612
/media/DataDrive/MimicryDB/sessid_46/Sessions/46/2010.11.23.13.40.35_P2_FaceFar2_06060_BW1024.avi,46,2010.11.23.13.40.35_P2_FaceFar2_06060_BW1024.avi,1588
/media/DataDrive/MimicryDB/sessid_47/Sessions/47/2010.11.24.10.27.22_P1_FaceFar2_06068_BW1024.avi,47,2010.11.24.10.27.22_P1_FaceFar2_06068_BW1024.avi,4921
/media/DataDrive/MimicryDB/sessid_47/Sessions/47/2010.11.24.10.27.22_P2_FaceFar2_06060_BW1024.avi,47,2010.11.24.10.27.22_P2_FaceFar2_06060_BW1024.avi,5056
/media/DataDrive/MimicryDB/sessid_48/Sessions/48/2010.11.24.11.25.23_P1_FaceFar2_06068_BW1024.avi,48,2010.11.24.11.25.23_P1_FaceFar2_06068_BW1024.avi,4224
/media/DataDrive/MimicryDB/sessid_48/Sessions/48/2010.11.24.11.25.23_P2_FaceFar2_06060_BW1024.avi,48,2010.11.24.11.25.23_P2_FaceFar2_06060_BW1024.avi,4204
/media/DataDrive/MimicryDB/sessid_49/Sessions/49/2010.11.24.15.07.46_P1_FaceFar2_06068_BW1024.avi,49,2010.11.24.15.07.46_P1_FaceFar2_06068_BW1024.avi,3806
/media/DataDrive/MimicryDB/sessid_49/Sessions/49/2010.11.24.15.07.46_P2_FaceFar2_06060_BW1024.avi,49,2010.11.24.15.07.46_P2_FaceFar2_06060_BW1024.avi,4381
/media/DataDrive/MimicryDB/sessid_50/Sessions/50/2010.11.25.10.43.34_P1_FaceFar2_06068_BW1024.avi,50,2010.11.25.10.43.34_P1_FaceFar2_06068_BW1024.avi,4143
/media/DataDrive/MimicryDB/sessid_50/Sessions/50/2010.11.25.10.43.34_P2_FaceFar2_06060_BW1024.avi,50,2010.11.25.10.43.34_P2_FaceFar2_06060_BW1024.avi,4186
/media/DataDrive/MimicryDB/sessid_51/Sessions/51/2010.11.25.12.41.26_P1_FaceFar2_06068_BW1024.avi,51,2010.11.25.12.41.26_P1_FaceFar2_06068_BW1024.avi,3018
/media/DataDrive/MimicryDB/sessid_51/Sessions/51/2010.11.25.12.41.26_P2_FaceFar2_06060_BW1024.avi,51,2010.11.25.12.41.26_P2_FaceFar2_06060_BW1024.avi,2876
/media/DataDrive/MimicryDB/sessid_52/Sessions/52/2010.11.25.13.06.23_P1_FaceFar2_06068_BW1024.avi,52,2010.11.25.13.06.23_P1_FaceFar2_06068_BW1024.avi,2959
/media/DataDrive/MimicryDB/sessid_52/Sessions/52/2010.11.25.13.06.23_P2_FaceFar2_06060_BW1024.avi,52,2010.11.25.13.06.23_P2_FaceFar2_06060_BW1024.avi,2993
/media/DataDrive/MimicryDB/sessid_53/Sessions/53/2010.11.25.13.38.11_P1_FaceFar2_06068_BW1024.avi,53,2010.11.25.13.38.11_P1_FaceFar2_06068_BW1024.avi,1520
/media/DataDrive/MimicryDB/sessid_53/Sessions/53/2010.11.25.13.38.11_P2_FaceFar2_06060_BW1024.avi,53,2010.11.25.13.38.11_P2_FaceFar2_06060_BW1024.avi,1528
/media/DataDrive/MimicryDB/sessid_54/Sessions/54/2010.11.26.09.03.52_P1_FaceFar2_06068_BW1024.avi,54,2010.11.26.09.03.52_P1_FaceFar2_06068_BW1024.avi,3274
/media/DataDrive/MimicryDB/sessid_54/Sessions/54/2010.11.26.09.03.52_P2_FaceFar2_06060_BW1024.avi,54,2010.11.26.09.03.52_P2_FaceFar2_06060_BW1024.avi,3298
